age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
47,High School,Other,6.6,Daily,10,Urban,53800,7.4,81,65
22,Bachelor's,Doctor,4.6,1-2x/week,3,Rural,90300,4.8,66,54
42,High School,Entrepreneur,5.7,Daily,10,Suburban,66800,6.7,84,97
29,PhD,Other,6.6,3-5x/week,8,Rural,75600,6.7,73,63
19,PhD,Doctor,6.9,3-5x/week,9,Urban,112100,5.6,82,63
30,High School,Other,4.4,1-2x/week,5,Urban,44500,5.2,72,60
62,PhD,Educator,6.3,Rarely,7,Urban,98300,4.6,59,83
49,PhD,Educator,8.6,1-2x/week,0,Rural,89600,4.3,80,65
37,Bachelor's,Educator,8.3,Rarely,9,Urban,69300,7.2,76,90
60,Bachelor's,Doctor,10.0,Rarely,9,Urban,108500,7.6,73,64
45,PhD,Educator,8.3,Daily,10,Suburban,93000,6.6,79,81
30,Bachelor's,Engineer,5.5,Rarely,5,Urban,74500,5.6,56,79
46,PhD,Doctor,8.5,Daily,4,Suburban,120400,6.0,88,63
58,High School,Entrepreneur,8.8,3-5x/week,1,Rural,68700,6.4,83,52
44,PhD,Other,5.1,1-2x/week,5,Suburban,80100,5.2,66,86
65,High School,Doctor,6.0,1-2x/week,8,Suburban,100000,6.9,65,71
19,Bachelor's,Artist,5.1,1-2x/week,3,Rural,44100,6.1,61,47
32,Bachelor's,Other,4.3,Rarely,1,Suburban,53300,4.4,62,59
37,High School,Artist,8.0,Rarely,8,Rural,43800,8.0,72,83
41,Bachelor's,Other,7.9,1-2x/week,1,Suburban,56900,6.0,72,42
58,Bachelor's,Artist,8.3,Rarely,5,Urban,60700,6.3,69,75
44,Master's,Artist,7.2,Rarely,4,Suburban,64600,4.7,59,63
32,Master's,Educator,7.6,Rarely,9,Rural,77300,8.8,47,82
46,High School,Other,9.7,3-5x/week,3,Rural,49900,4.8,91,48
65,Master's,Other,7.9,Rarely,10,Suburban,81000,7.9,61,74
44,Master's,Doctor,6.8,Daily,10,Urban,112600,7.5,88,61
23,Master's,Other,8.9,Rarely,4,Suburban,61200,7.6,73,63
49,High School,Educator,6.3,1-2x/week,4,Suburban,61600,7.0,75,53
31,Bachelor's,Artist,4.4,3-5x/week,8,Suburban,51400,6.4,81,79
24,PhD,Other,7.2,3-5x/week,6,Suburban,72600,4.8,75,71
62,Bachelor's,Entrepreneur,6.5,3-5x/week,7,Rural,83300,7.6,74,83
56,PhD,Educator,5.0,1-2x/week,6,Urban,95400,5.7,67,63
50,Bachelor's,Educator,7.9,Rarely,6,Rural,73000,6.0,72,73
40,Bachelor's,Entrepreneur,5.6,1-2x/week,4,Rural,73000,5.8,76,73
31,Bachelor's,Engineer,5.2,1-2x/week,6,Urban,75400,7.4,71,65
30,High School,Engineer,5.3,Daily,0,Urban,62000,5.3,81,45
30,PhD,Other,4.6,Rarely,10,Urban,77000,5.8,63,80
22,High School,Engineer,5.6,Rarely,7,Suburban,62300,6.3,50,63
33,High School,Doctor,8.6,Rarely,3,Urban,84700,6.8,71,70
35,High School,Educator,7.2,1-2x/week,7,Rural,57500,5.7,73,69
29,Bachelor's,Other,7.2,3-5x/week,1,Urban,52100,5.3,73,47
51,Bachelor's,Educator,8.0,Rarely,1,Urban,70900,6.0,62,43
49,Master's,Engineer,6.1,Rarely,1,Urban,90100,5.7,52,56
40,High School,Doctor,8.4,1-2x/week,5,Urban,88500,7.5,70,56
26,Master's,Engineer,6.2,Rarely,0,Urban,80400,3.9,59,60
56,High School,Other,6.7,1-2x/week,8,Rural,56400,6.9,75,69
25,Bachelor's,Entrepreneur,5.6,3-5x/week,3,Urban,66500,4.5,81,62
28,High School,Other,4.4,Rarely,3,Suburban,42700,5.9,51,49
36,High School,Engineer,7.6,Daily,6,Suburban,67400,7.1,83,54
32,Master's,Educator,5.5,3-5x/week,9,Urban,77300,7.4,87,81
53,High School,Educator,6.1,1-2x/week,1,Rural,61700,4.9,73,46
59,High School,Entrepreneur,6.1,Rarely,0,Urban,68600,4.8,61,36
33,High School,Artist,4.2,3-5x/week,7,Rural,41700,5.7,62,71
24,Bachelor's,Other,7.7,3-5x/week,7,Suburban,53100,6.5,81,61
45,High School,Entrepreneur,6.9,Daily,5,Urban,65500,4.1,84,63
37,High School,Engineer,5.9,Daily,8,Suburban,68800,5.5,78,71
62,PhD,Educator,9.4,Rarely,5,Rural,97300,5.7,66,61
56,High School,Educator,6.5,1-2x/week,5,Urban,64900,4.5,71,70
41,High School,Doctor,4.4,1-2x/week,7,Rural,89900,6.6,77,72
35,High School,Artist,6.1,3-5x/week,5,Urban,41500,3.4,76,76
50,Bachelor's,Entrepreneur,6.9,1-2x/week,10,Suburban,80000,6.6,78,100
21,Bachelor's,Entrepreneur,7.3,1-2x/week,3,Rural,64900,5.2,72,74
45,PhD,Entrepreneur,7.6,Rarely,4,Rural,95000,7.3,66,63
38,Master's,Educator,5.8,3-5x/week,5,Rural,77700,4.5,74,59
28,PhD,Entrepreneur,7.1,3-5x/week,8,Rural,90200,5.9,85,76
43,Bachelor's,Engineer,6.0,3-5x/week,6,Urban,80200,4.6,84,78
43,PhD,Artist,8.5,Rarely,10,Urban,77200,7.4,66,61
61,High School,Entrepreneur,4.2,Daily,0,Suburban,69400,3.9,80,47
23,High School,Doctor,7.6,Daily,0,Rural,79200,3.4,81,54
61,Bachelor's,Doctor,9.0,1-2x/week,3,Rural,105900,6.9,75,53
42,Bachelor's,Entrepreneur,6.8,1-2x/week,7,Suburban,75300,6.0,66,75
57,High School,Engineer,5.8,Rarely,1,Suburban,73300,3.9,73,42
24,High School,Entrepreneur,8.6,3-5x/week,5,Rural,57100,5.7,83,62
63,Master's,Educator,10.0,Rarely,1,Suburban,85700,5.7,74,43
54,Master's,Artist,7.0,3-5x/week,3,Suburban,68100,5.8,78,56
22,High School,Doctor,8.9,Rarely,0,Urban,78800,6.9,64,50
26,Master's,Other,6.6,1-2x/week,6,Urban,63400,6.8,70,47
52,Master's,Engineer,8.4,Daily,7,Urban,94300,6.1,88,63
29,Bachelor's,Artist,5.8,Rarely,1,Rural,47100,2.1,56,72
53,Bachelor's,Entrepreneur,7.8,1-2x/week,5,Rural,78700,7.0,75,65
31,High School,Doctor,6.1,Rarely,0,Rural,82400,4.7,66,50
50,Bachelor's,Artist,7.8,1-2x/week,2,Rural,56000,5.4,73,35
35,High School,Engineer,7.0,Daily,9,Suburban,68500,6.4,84,90
52,High School,Engineer,6.2,Daily,1,Rural,71300,6.3,80,44
23,Bachelor's,Engineer,8.2,Rarely,2,Urban,70200,6.4,66,54
53,PhD,Doctor,7.9,1-2x/week,4,Rural,123200,5.5,81,54
46,Bachelor's,Doctor,6.5,Rarely,2,Rural,99400,5.2,65,64
51,PhD,Engineer,6.2,1-2x/week,7,Suburban,103900,6.7,74,71
50,PhD,Other,9.0,3-5x/week,2,Rural,81000,6.6,82,65
47,PhD,Other,8.2,1-2x/week,6,Urban,81800,6.4,75,94
32,PhD,Artist,7.2,Daily,1,Rural,68300,5.4,74,73
61,Master's,Doctor,8.2,1-2x/week,10,Urban,119400,6.9,77,90
20,High School,Educator,6.2,Daily,8,Rural,52000,4.4,79,67
48,Bachelor's,Artist,8.2,Daily,10,Suburban,59200,6.3,95,90
42,PhD,Engineer,7.0,Daily,4,Urban,98800,7.6,76,82
58,Bachelor's,Entrepreneur,5.9,3-5x/week,6,Suburban,81200,7.0,69,67
43,Bachelor's,Artist,6.9,3-5x/week,8,Suburban,56200,6.3,75,74
20,High School,Educator,7.0,Rarely,2,Suburban,49000,3.4,57,70
53,Bachelor's,Other,8.3,Daily,2,Urban,62200,7.2,97,30
58,High School,Doctor,7.9,Daily,0,Urban,93200,5.0,90,43
36,Master's,Doctor,5.2,1-2x/week,6,Urban,107400,5.2,65,48
55,High School,Entrepreneur,8.6,1-2x/week,2,Suburban,68000,7.6,75,57
25,High School,Entrepreneur,5.0,Rarely,10,Rural,60000,5.2,59,80
61,Master's,Entrepreneur,6.7,Daily,7,Urban,92900,6.0,83,80
60,High School,Artist,4.0,3-5x/week,0,Rural,49000,4.3,75,34
48,Bachelor's,Other,7.3,1-2x/week,0,Urban,59200,5.0,74,41
42,High School,Doctor,7.2,3-5x/week,2,Urban,87800,2.4,82,61
48,PhD,Doctor,6.7,3-5x/week,5,Rural,121700,5.5,77,48
48,PhD,Educator,6.8,1-2x/week,5,Rural,91700,6.5,79,55
24,PhD,Engineer,9.2,Daily,3,Suburban,91100,6.5,87,85
51,Master's,Doctor,8.0,Rarely,6,Rural,113400,4.9,64,68
50,Master's,Artist,8.6,Daily,5,Rural,67500,7.5,84,80
60,High School,Other,8.2,1-2x/week,0,Suburban,54000,4.5,80,49
23,Bachelor's,Other,5.6,Daily,6,Rural,52200,6.4,82,56
44,Bachelor's,Other,7.0,1-2x/week,6,Rural,60600,5.4,77,73
39,High School,Other,6.8,Rarely,5,Urban,48100,5.9,58,42
51,Bachelor's,Artist,8.7,1-2x/week,3,Urban,56900,6.7,89,62
62,High School,Entrepreneur,8.1,Rarely,2,Urban,70800,6.0,69,61
58,High School,Doctor,6.7,Daily,2,Urban,94200,5.4,85,58
64,Bachelor's,Artist,7.6,3-5x/week,8,Urban,64600,7.3,80,76
33,PhD,Artist,5.6,3-5x/week,0,Rural,68200,3.3,74,57
36,PhD,Doctor,7.2,Daily,10,Suburban,119400,7.9,91,85
54,Master's,Engineer,7.4,3-5x/week,4,Rural,93600,6.0,79,60
48,PhD,Artist,5.0,Rarely,3,Suburban,75700,5.6,64,54
43,Bachelor's,Doctor,7.4,Daily,7,Urban,100700,6.6,85,84
45,Bachelor's,Doctor,9.1,Daily,3,Rural,99500,4.8,77,75
57,Bachelor's,Other,10.0,1-2x/week,9,Suburban,67300,6.1,80,90
50,PhD,Entrepreneur,9.7,Rarely,7,Urban,98500,9.3,66,67
21,High School,Entrepreneur,9.7,3-5x/week,3,Rural,54900,7.2,83,43
39,High School,Doctor,7.3,Daily,1,Rural,86100,5.3,92,61
33,High School,Engineer,5.5,Daily,0,Urban,63200,4.1,78,62
42,Bachelor's,Doctor,7.3,Daily,6,Suburban,99800,7.1,85,59
56,Master's,Engineer,7.7,3-5x/week,9,Suburban,96900,6.8,93,88
50,High School,Other,8.2,Rarely,8,Rural,54000,8.9,62,67
51,High School,Other,7.8,1-2x/week,2,Rural,51400,6.9,74,74
25,Master's,Artist,6.6,3-5x/week,2,Rural,56000,5.1,80,61
41,Bachelor's,Doctor,7.3,Daily,8,Urban,100400,6.3,86,68
43,Bachelor's,Entrepreneur,8.0,Daily,10,Suburban,77200,8.2,88,80
64,Master's,Doctor,5.5,Rarely,5,Suburban,118100,4.9,61,69
43,Master's,Doctor,7.8,3-5x/week,3,Rural,108700,5.8,77,56
23,High School,Entrepreneur,9.3,Daily,9,Rural,58700,8.0,86,65
23,PhD,Doctor,6.8,Rarely,4,Urban,111200,4.0,60,66
43,High School,Artist,7.4,Rarely,7,Rural,45700,7.9,63,66
64,PhD,Other,6.7,Rarely,3,Suburban,87100,5.3,50,62
55,Bachelor's,Educator,7.2,Daily,1,Rural,72500,4.8,79,58
58,Master's,Artist,8.0,1-2x/week,0,Rural,68200,3.6,73,46
51,Bachelor's,Other,7.1,3-5x/week,9,Suburban,64900,7.7,76,92
33,Master's,Entrepreneur,5.0,3-5x/week,3,Rural,79700,5.1,78,64
54,Bachelor's,Doctor,8.9,Rarely,0,Urban,101600,6.6,69,49
52,Bachelor's,Entrepreneur,8.3,Rarely,3,Rural,77300,7.8,74,71
24,Bachelor's,Other,5.8,3-5x/week,0,Suburban,49600,4.9,78,50
56,Master's,Educator,5.9,Rarely,4,Suburban,84400,4.5,63,64
60,High School,Doctor,5.9,Rarely,2,Suburban,95000,4.5,59,47
57,Bachelor's,Other,8.5,3-5x/week,0,Rural,62800,5.4,79,53
30,Master's,Educator,5.8,3-5x/week,1,Suburban,72500,6.1,61,55
41,High School,Other,6.2,Rarely,0,Rural,46400,3.9,54,44
46,High School,Doctor,6.8,1-2x/week,8,Urban,92400,7.1,72,71
46,Bachelor's,Other,8.5,1-2x/week,5,Urban,60900,6.9,73,52
53,Bachelor's,Doctor,7.0,3-5x/week,2,Suburban,102200,5.9,76,54
48,Bachelor's,Entrepreneur,7.7,Daily,8,Urban,78200,7.2,85,64
19,High School,Entrepreneur,7.1,Daily,5,Urban,55100,7.0,77,76
60,Master's,Artist,6.8,Rarely,2,Urban,70000,4.6,63,49
18,PhD,Entrepreneur,8.0,Rarely,8,Rural,86200,5.3,59,73
41,PhD,Artist,9.6,3-5x/week,3,Suburban,72900,5.8,73,48
30,Master's,Doctor,8.4,Rarely,4,Urban,104000,6.4,69,74
54,PhD,Other,9.9,Rarely,2,Suburban,82600,4.9,72,54
32,PhD,Doctor,7.8,Rarely,10,Urban,117800,8.4,72,78
22,Bachelor's,Engineer,6.4,3-5x/week,5,Suburban,71300,5.4,86,74
35,PhD,Other,9.0,3-5x/week,0,Suburban,74000,6.7,76,58
62,Bachelor's,Educator,7.7,3-5x/week,4,Rural,76800,5.4,81,63
65,Master's,Engineer,6.7,3-5x/week,5,Suburban,98500,4.3,81,55
36,Bachelor's,Engineer,8.4,3-5x/week,5,Rural,76900,9.1,83,69
43,PhD,Entrepreneur,7.5,3-5x/week,10,Suburban,97200,8.0,68,59
61,PhD,Doctor,5.3,1-2x/week,3,Suburban,125900,5.8,73,66
58,Master's,Educator,6.2,1-2x/week,7,Rural,86700,6.6,77,63
50,Master's,Entrepreneur,7.3,Daily,4,Urban,87000,6.1,92,56
63,Bachelor's,Artist,6.0,3-5x/week,3,Urban,61700,6.0,83,62
39,Master's,Entrepreneur,6.2,Daily,2,Urban,81600,7.0,74,66
51,Master's,Engineer,6.4,Daily,6,Suburban,93400,6.9,80,82
34,Bachelor's,Artist,7.4,1-2x/week,0,Rural,48600,4.1,73,47
54,PhD,Doctor,5.0,3-5x/week,5,Suburban,124100,6.2,73,63
33,PhD,Educator,8.0,Rarely,10,Rural,88200,7.3,62,87
28,PhD,Entrepreneur,5.1,3-5x/week,0,Urban,86200,3.5,82,45
41,PhD,Educator,8.3,Rarely,3,Suburban,87900,7.6,71,68
41,Bachelor's,Engineer,5.6,Daily,2,Suburban,77400,4.9,84,61
23,PhD,Other,6.4,1-2x/week,3,Rural,70700,3.3,75,27
41,PhD,Doctor,8.0,1-2x/week,7,Suburban,119900,6.1,80,60
39,Bachelor's,Other,5.8,1-2x/week,8,Rural,59600,4.3,74,91
54,Master's,Other,5.8,3-5x/week,5,Rural,74100,5.6,79,64
28,Master's,Artist,8.1,Rarely,3,Suburban,57700,5.1,70,50
40,Master's,Other,7.4,3-5x/week,9,Urban,70500,6.8,79,73
44,PhD,Engineer,8.3,3-5x/week,5,Rural,100100,7.2,87,62
31,Bachelor's,Doctor,6.5,1-2x/week,3,Urban,93900,4.5,59,66
19,High School,Artist,6.9,Daily,5,Urban,35100,6.4,71,71
49,PhD,Entrepreneur,7.6,Daily,2,Suburban,95600,5.5,84,63
50,Master's,Engineer,5.6,1-2x/week,6,Rural,93000,4.2,65,61
19,Master's,Doctor,6.8,Rarely,1,Rural,98100,5.4,61,48
24,Bachelor's,Educator,9.2,Daily,2,Suburban,60600,4.0,97,59
48,PhD,Artist,7.6,1-2x/week,4,Urban,76200,6.1,80,57
65,Bachelor's,Other,7.1,1-2x/week,0,Rural,66000,7.1,77,36
27,High School,Engineer,6.8,Daily,6,Urban,63800,5.3,78,65
53,Master's,Educator,6.1,Rarely,6,Rural,84200,6.8,52,67
25,High School,Doctor,5.9,Rarely,4,Suburban,82000,4.9,66,75
59,PhD,Doctor,7.8,1-2x/week,10,Urban,128600,6.2,87,58
32,Master's,Doctor,7.7,3-5x/week,9,Rural,107300,7.3,75,63
42,High School,Doctor,8.1,Daily,1,Rural,87300,6.5,82,51
27,High School,Educator,6.9,3-5x/week,2,Suburban,51800,6.1,74,55
22,Bachelor's,Engineer,7.1,3-5x/week,3,Suburban,70300,5.3,80,41
49,High School,Entrepreneur,7.9,Daily,6,Rural,67600,5.6,86,61
33,Master's,Engineer,10.0,3-5x/week,6,Suburban,86200,6.2,84,84
26,Master's,Doctor,8.9,3-5x/week,2,Rural,101400,7.2,87,43
38,Master's,Educator,7.6,3-5x/week,7,Rural,78700,8.0,79,76
54,High School,Artist,6.4,1-2x/week,2,Urban,47600,6.0,69,62
43,PhD,Engineer,10.0,3-5x/week,10,Rural,102200,7.6,84,74
43,PhD,Educator,10.0,Rarely,4,Suburban,89200,6.0,71,50
54,High School,Other,4.0,Rarely,9,Suburban,56100,6.6,61,67
57,Bachelor's,Educator,7.4,3-5x/week,1,Urban,73300,4.1,77,63
35,Bachelor's,Other,6.1,Rarely,0,Rural,54000,5.4,65,55
42,High School,Engineer,7.9,1-2x/week,5,Suburban,69300,6.6,77,65
35,PhD,Doctor,9.0,3-5x/week,9,Rural,118500,7.2,77,62
36,Master's,Other,6.0,3-5x/week,2,Rural,65400,5.9,72,65
51,Bachelor's,Engineer,7.7,Daily,5,Urban,82900,7.8,93,70
25,Bachelor's,Entrepreneur,4.3,Daily,10,Urban,70000,5.4,79,100
60,PhD,Doctor,6.5,3-5x/week,3,Rural,125500,6.7,76,46
18,PhD,Artist,8.7,3-5x/week,7,Rural,65700,7.8,82,84
46,Master's,Doctor,9.3,3-5x/week,10,Suburban,113400,7.6,87,80
39,High School,Educator,6.5,1-2x/week,9,Rural,60100,7.0,74,69
42,Master's,Engineer,7.7,Daily,5,Suburban,89300,6.8,86,45
60,Master's,Educator,9.6,3-5x/week,9,Urban,88500,7.0,76,96
18,Bachelor's,Engineer,9.6,3-5x/week,7,Rural,70700,8.4,79,70
18,Bachelor's,Educator,5.6,3-5x/week,10,Rural,62200,7.9,79,81
62,PhD,Other,7.3,Rarely,0,Suburban,84800,5.3,67,56
48,PhD,Engineer,5.9,Daily,3,Suburban,100700,5.7,81,70
59,Bachelor's,Other,8.3,Rarely,10,Suburban,68600,7.0,58,78
47,Master's,Other,6.6,Daily,5,Rural,71300,4.8,84,62
28,Bachelor's,Other,7.5,Daily,3,Urban,52700,5.3,79,68
47,High School,Doctor,10.0,Daily,2,Rural,89800,6.9,85,64
48,High School,Doctor,8.7,3-5x/week,1,Suburban,89700,6.6,86,66
48,PhD,Engineer,8.6,3-5x/week,4,Rural,101200,5.6,82,48
65,High School,Educator,7.8,3-5x/week,0,Suburban,66000,6.1,79,60
49,Bachelor's,Educator,8.6,1-2x/week,8,Urban,73600,6.6,87,89
64,Bachelor's,Doctor,6.8,3-5x/week,1,Suburban,106100,5.6,81,40
38,Bachelor's,Artist,6.9,Rarely,6,Suburban,53200,5.6,68,66
42,PhD,Artist,7.0,3-5x/week,5,Rural,74300,7.0,67,49
28,High School,Engineer,8.3,Daily,10,Rural,66200,7.3,88,74
46,Bachelor's,Entrepreneur,7.7,3-5x/week,8,Rural,77400,6.7,75,84
49,High School,Doctor,7.3,1-2x/week,9,Urban,94100,7.2,76,68
28,High School,Artist,6.2,3-5x/week,6,Rural,39200,6.9,76,72
52,Master's,Doctor,7.6,Rarely,7,Suburban,114300,5.6,63,78
58,Master's,Artist,6.3,Rarely,3,Urban,69700,4.9,55,58
22,Bachelor's,Engineer,8.8,Rarely,5,Suburban,71300,6.6,64,50
39,High School,Entrepreneur,8.6,1-2x/week,4,Rural,62600,5.8,83,64
44,Master's,Doctor,5.4,3-5x/week,2,Urban,108600,3.8,78,82
61,Bachelor's,Engineer,7.6,3-5x/week,5,Rural,86900,5.6,82,71
36,PhD,Other,4.3,3-5x/week,2,Suburban,75400,5.2,76,63
31,Bachelor's,Educator,7.4,Daily,4,Rural,64400,5.8,79,68
37,Bachelor's,Engineer,7.1,3-5x/week,3,Suburban,76300,7.5,77,51
41,Master's,Engineer,7.8,Rarely,9,Suburban,90900,7.5,57,82
63,PhD,Artist,9.7,1-2x/week,4,Suburban,82200,6.9,83,84
32,Master's,Entrepreneur,4.9,Rarely,9,Urban,82300,5.3,56,72
62,High School,Doctor,5.4,3-5x/week,9,Rural,99300,6.2,71,85
59,Bachelor's,Engineer,4.7,Rarely,5,Urban,86100,8.0,71,75
40,High School,Engineer,5.4,Rarely,4,Suburban,68000,7.0,62,55
42,Bachelor's,Doctor,7.0,1-2x/week,4,Rural,98800,6.7,80,74
52,PhD,Engineer,8.7,Rarely,2,Suburban,101800,5.4,62,71
65,Bachelor's,Engineer,7.7,3-5x/week,0,Rural,86000,3.5,71,46
32,PhD,Entrepreneur,7.7,Rarely,6,Urban,90800,6.2,73,64
59,Master's,Doctor,5.8,Daily,1,Urban,114100,5.1,83,57
48,Master's,Engineer,9.2,Rarely,7,Urban,92700,7.9,60,60
41,PhD,Doctor,6.8,Rarely,0,Rural,116400,4.1,58,50
29,PhD,Doctor,4.5,Daily,2,Rural,112600,5.2,78,74
54,Master's,Educator,8.0,Rarely,5,Urban,84100,6.8,64,72
54,Bachelor's,Educator,9.3,Rarely,1,Rural,72100,5.8,75,56
38,High School,Artist,6.0,1-2x/week,2,Rural,41200,6.2,74,72
42,Bachelor's,Doctor,8.7,Rarely,4,Rural,98800,4.9,58,77
43,Master's,Entrepreneur,8.1,3-5x/week,8,Suburban,86200,5.5,84,63
21,High School,Other,7.2,Daily,1,Suburban,38900,4.2,83,69
44,Bachelor's,Other,4.7,3-5x/week,10,Urban,62600,6.2,86,81
29,PhD,Artist,5.4,Rarely,7,Urban,70100,5.5,55,90
65,PhD,Entrepreneur,7.8,3-5x/week,10,Urban,106000,5.7,71,68
51,PhD,Engineer,8.1,Daily,5,Rural,102900,6.1,80,67
50,Master's,Entrepreneur,6.0,Daily,8,Urban,89000,5.3,78,63
22,PhD,Educator,7.7,1-2x/week,0,Suburban,78800,5.7,76,59
45,High School,Other,7.0,Daily,7,Urban,51500,5.1,88,81
44,PhD,Doctor,6.6,Daily,5,Suburban,120100,5.3,79,58
49,Bachelor's,Artist,9.2,Daily,2,Rural,55600,6.0,94,51
47,Master's,Educator,6.3,3-5x/week,8,Rural,82800,8.8,83,75
63,PhD,Engineer,8.6,1-2x/week,0,Urban,105200,5.8,78,47
24,High School,Doctor,5.5,3-5x/week,6,Urban,82600,6.3,78,77
39,PhD,Entrepreneur,6.7,3-5x/week,3,Suburban,92100,5.9,80,66
27,Bachelor's,Entrepreneur,7.0,Daily,6,Urban,68800,7.6,88,76
44,PhD,Educator,5.9,1-2x/week,0,Suburban,87600,4.1,80,37
42,PhD,Artist,8.6,Rarely,7,Suburban,75300,6.1,69,81
22,High School,Engineer,6.8,Rarely,6,Urban,61800,5.2,64,55
43,High School,Artist,5.7,1-2x/week,2,Rural,43200,4.6,74,27
41,Master's,Engineer,7.8,Daily,5,Rural,88900,7.0,80,52
59,PhD,Other,5.7,1-2x/week,7,Suburban,87100,4.9,72,70
56,Bachelor's,Educator,7.2,3-5x/week,2,Urban,73400,5.5,77,64
47,Bachelor's,Engineer,6.3,1-2x/week,9,Rural,83300,7.3,68,69
49,Master's,Other,7.0,Daily,5,Rural,72100,5.2,86,66
25,Bachelor's,Engineer,4.5,1-2x/week,10,Rural,75000,7.9,69,78
43,High School,Artist,5.4,1-2x/week,5,Suburban,44700,5.7,73,70
27,Master's,Engineer,6.8,Daily,0,Rural,80800,4.9,88,45
62,Bachelor's,Other,6.6,1-2x/week,8,Suburban,68800,6.9,67,70
60,Bachelor's,Educator,6.3,Rarely,2,Suburban,75000,5.2,62,49
52,High School,Engineer,6.3,1-2x/week,1,Urban,71300,5.2,73,64
38,Bachelor's,Entrepreneur,8.4,Daily,5,Rural,72700,7.1,83,80
31,High School,Artist,4.0,Daily,5,Suburban,39900,4.6,71,72
37,Master's,Educator,7.4,Rarely,7,Suburban,78300,7.2,63,80
18,Bachelor's,Entrepreneur,5.9,Daily,1,Rural,62700,3.4,71,56
27,Master's,Educator,7.3,Daily,1,Rural,71300,4.8,80,47
38,High School,Other,5.2,3-5x/week,8,Urban,49200,8.0,76,74
32,Bachelor's,Engineer,8.5,1-2x/week,0,Suburban,72800,7.1,74,36
37,Bachelor's,Artist,4.4,1-2x/week,7,Suburban,53300,6.0,67,59
58,Master's,Entrepreneur,5.1,3-5x/week,8,Suburban,92200,6.1,76,79
55,High School,Entrepreneur,9.2,1-2x/week,6,Urban,70000,5.4,74,73
32,Bachelor's,Artist,5.9,Rarely,4,Rural,49800,4.9,63,55
62,PhD,Artist,7.0,3-5x/week,6,Rural,82800,5.7,84,63
49,High School,Educator,6.5,Rarely,9,Suburban,64100,6.4,53,81
59,Master's,Engineer,6.4,1-2x/week,3,Rural,95100,5.6,78,55
33,PhD,Artist,7.3,Daily,6,Rural,71200,6.8,73,65
22,Master's,Other,6.5,3-5x/week,6,Rural,61800,5.7,80,65
59,PhD,Artist,7.3,Rarely,10,Urban,83600,6.1,68,95
19,High School,Artist,5.2,1-2x/week,4,Rural,34600,5.6,66,59
24,High School,Engineer,6.1,Rarely,7,Rural,63100,7.8,56,53
20,Master's,Artist,6.6,3-5x/week,8,Urban,57000,5.5,78,71
19,High School,Doctor,7.8,1-2x/week,4,Urban,79600,6.2,67,67
45,Bachelor's,Engineer,8.3,Rarely,10,Suburban,83000,6.6,66,75
64,Bachelor's,Other,6.3,Daily,9,Rural,70100,6.2,77,91
34,Master's,Doctor,7.1,3-5x/week,0,Urban,103600,5.2,69,50
62,Master's,Engineer,7.9,Daily,9,Rural,99300,7.9,87,72
34,Bachelor's,Artist,10.0,Daily,10,Rural,53600,8.6,80,85
20,High School,Engineer,7.8,1-2x/week,7,Suburban,61500,7.1,82,85
27,High School,Educator,6.3,3-5x/week,10,Suburban,55800,5.1,72,78
49,Master's,Other,6.9,Daily,5,Suburban,72100,5.4,83,74
41,Bachelor's,Engineer,7.8,Rarely,5,Urban,78900,5.7,66,52
43,PhD,Artist,7.9,Daily,10,Rural,77200,8.8,88,79
59,High School,Entrepreneur,8.5,1-2x/week,2,Urban,69600,6.0,80,73
47,Master's,Doctor,9.0,Rarely,7,Rural,112300,5.9,64,60
30,Master's,Entrepreneur,9.0,Rarely,8,Rural,81000,7.0,68,74
65,Bachelor's,Other,7.0,Rarely,0,Suburban,66000,4.4,53,37
53,Master's,Other,5.9,3-5x/week,10,Urban,76200,7.2,68,75
51,High School,Educator,8.8,3-5x/week,0,Rural,60400,6.2,88,38
52,Master's,Engineer,6.2,1-2x/week,10,Urban,95800,6.1,64,61
32,High School,Engineer,7.3,Daily,6,Urban,65800,6.0,79,67
30,Bachelor's,Doctor,6.3,Daily,6,Urban,95000,4.0,80,63
21,PhD,Educator,7.6,3-5x/week,8,Rural,82400,7.7,76,56
51,Master's,Other,10.0,1-2x/week,5,Suburban,72900,8.5,87,84
42,Bachelor's,Entrepreneur,4.9,Rarely,1,Suburban,72300,4.6,56,54
18,Bachelor's,Entrepreneur,7.7,Daily,8,Urban,66200,6.9,86,69
35,Master's,Doctor,9.4,Daily,6,Urban,107000,4.6,84,80
25,Master's,Other,7.5,Daily,3,Urban,61500,5.1,88,56
60,Master's,Doctor,7.1,3-5x/week,1,Suburban,114500,4.1,75,40
65,Bachelor's,Artist,5.9,1-2x/week,5,Urban,63500,5.9,67,69
58,Bachelor's,Artist,9.1,3-5x/week,4,Rural,60200,6.9,82,68
28,Master's,Other,7.6,Rarely,3,Urban,62700,6.6,58,67
49,Bachelor's,Educator,9.0,3-5x/week,9,Suburban,74100,7.0,92,55
48,Master's,Other,8.6,1-2x/week,5,Urban,71700,5.1,79,65
22,PhD,Educator,7.4,1-2x/week,7,Urban,82300,5.9,74,64
26,Bachelor's,Educator,5.4,Rarely,4,Rural,62400,6.2,58,46
25,PhD,Entrepreneur,6.5,3-5x/week,2,Suburban,86000,3.1,78,51
48,Master's,Doctor,6.9,Daily,2,Rural,110200,5.3,81,61
